,Tiempo,Tensión
933,-0.0012680000000000005,-0.96
934,-0.0012640000000000004,-0.9400000000000001
935,-0.0012600000000000003,-0.9400000000000001
936,-0.0012560000000000002,-0.9400000000000001
937,-0.001252,-0.9400000000000001
938,-0.0012480000000000004,-0.92
939,-0.0012440000000000003,-0.92
940,-0.0012400000000000002,-0.9400000000000001
941,-0.0012360000000000001,-0.92
942,-0.0012320000000000005,-0.9
943,-0.0012280000000000004,-0.92
944,-0.0012240000000000003,-0.92
945,-0.0012200000000000002,-0.92
946,-0.001216,-0.9
947,-0.0012120000000000004,-0.9
948,-0.0012080000000000003,-0.9
949,-0.0012040000000000002,-0.9
950,-0.0012000000000000001,-0.9
951,-0.0011960000000000004,-0.9
952,-0.0011920000000000004,-0.9
953,-0.0011880000000000003,-0.9
954,-0.0011840000000000002,-0.9
955,-0.0011800000000000005,-0.9
956,-0.0011760000000000004,-0.9
957,-0.0011720000000000003,-0.9
958,-0.0011680000000000002,-0.88
959,-0.001164,-0.88
960,-0.0011600000000000004,-0.88
961,-0.0011560000000000003,-0.88
962,-0.0011520000000000002,-0.88
963,-0.0011480000000000001,-0.86
964,-0.0011440000000000005,-0.88
965,-0.0011400000000000004,-0.88
966,-0.0011360000000000003,-0.86
967,-0.0011320000000000002,-0.86
968,-0.001128,-0.86
969,-0.0011240000000000004,-0.86
970,-0.0011200000000000003,-0.84
971,-0.0011160000000000002,-0.86
972,-0.0011120000000000001,-0.84
973,-0.0011080000000000005,-0.84
974,-0.0011040000000000004,-0.84
975,-0.0011000000000000003,-0.84
976,-0.0010960000000000002,-0.8200000000000001
977,-0.001092,-0.8200000000000001
978,-0.0010880000000000004,-0.84
979,-0.001084,-0.8200000000000001
980,-0.0010800000000000002,-0.8200000000000001
981,-0.0010760000000000006,-0.8200000000000001
982,-0.001072,-0.8200000000000001
983,-0.0010680000000000004,-0.8200000000000001
984,-0.0010640000000000007,-0.8200000000000001
985,-0.0010600000000000002,-0.8200000000000001
986,-0.0010560000000000005,-0.8200000000000001
987,-0.001052,-0.8
988,-0.0010480000000000003,-0.78
989,-0.0010440000000000007,-0.78
990,-0.0010400000000000001,-0.78
991,-0.0010360000000000005,-0.78
992,-0.001032,-0.78
993,-0.0010280000000000003,-0.78
994,-0.0010240000000000006,-0.78
995,-0.00102,-0.78
996,-0.0010160000000000004,-0.78
997,-0.0010119999999999999,-0.76
998,-0.0010080000000000002,-0.76
999,-0.0010040000000000006,-0.76
1000,-0.001,-0.76
1001,-0.0009960000000000004,-0.76
1002,-0.0009920000000000007,-0.76
1003,-0.0009880000000000002,-0.76
1004,-0.0009840000000000005,-0.76
1005,-0.00098,-0.74
1006,-0.0009760000000000003,-0.74
1007,-0.0009720000000000006,-0.74
1008,-0.0009680000000000001,-0.74
1009,-0.0009640000000000004,-0.74
1010,-0.0009599999999999999,-0.72
1011,-0.0009560000000000003,-0.7000000000000001
1012,-0.0009520000000000006,-0.72
1013,-0.0009480000000000001,-0.7000000000000001
1014,-0.0009440000000000004,-0.7000000000000001
1015,-0.0009399999999999999,-0.72
1016,-0.0009360000000000002,-0.7000000000000001
1017,-0.0009320000000000005,-0.7000000000000001
1018,-0.000928,-0.7000000000000001
1019,-0.0009240000000000003,-0.7000000000000001
1020,-0.0009200000000000007,-0.68
1021,-0.0009160000000000001,-0.68
1022,-0.0009120000000000005,-0.68
1023,-0.000908,-0.68
1024,-0.0009040000000000003,-0.68
1025,-0.0009000000000000006,-0.68
1026,-0.0008960000000000001,-0.68
1027,-0.0008920000000000004,-0.66
1028,-0.0008879999999999999,-0.64
1029,-0.0008840000000000002,-0.66
1030,-0.0008800000000000006,-0.66
1031,-0.000876,-0.66
1032,-0.0008720000000000004,-0.66
1033,-0.0008680000000000007,-0.64
1034,-0.0008640000000000002,-0.64
1035,-0.0008600000000000005,-0.62
1036,-0.000856,-0.62
1037,-0.0008520000000000003,-0.64
1038,-0.0008480000000000007,-0.62
1039,-0.0008440000000000001,-0.62
1040,-0.0008400000000000005,-0.62
1041,-0.0008359999999999999,-0.6
1042,-0.0008320000000000003,-0.6
1043,-0.0008280000000000006,-0.6
1044,-0.0008240000000000001,-0.6
1045,-0.0008200000000000004,-0.6
1046,-0.0008159999999999999,-0.58
1047,-0.0008120000000000002,-0.6
1048,-0.0008080000000000006,-0.56
1049,-0.000804,-0.58
1050,-0.0008000000000000004,-0.58
1051,-0.0007960000000000007,-0.58
1052,-0.0007920000000000002,-0.56
1053,-0.0007880000000000005,-0.54
1054,-0.000784,-0.56
1055,-0.0007800000000000003,-0.54
1056,-0.0007760000000000006,-0.54
1057,-0.0007720000000000001,-0.54
1058,-0.0007680000000000005,-0.56
1059,-0.0007639999999999999,-0.54
1060,-0.0007600000000000003,-0.54
1061,-0.0007560000000000006,-0.54
1062,-0.0007520000000000001,-0.52
1063,-0.0007480000000000004,-0.52
1064,-0.0007439999999999999,-0.52
1065,-0.0007400000000000002,-0.52
1066,-0.0007360000000000005,-0.5
1067,-0.000732,-0.5
1068,-0.0007280000000000003,-0.5
1069,-0.0007240000000000007,-0.5
1070,-0.0007200000000000002,-0.5
1071,-0.0007160000000000005,-0.48
1072,-0.000712,-0.48
1073,-0.0007080000000000003,-0.5
1074,-0.0007040000000000006,-0.48
1075,-0.0007000000000000001,-0.46
1076,-0.0006960000000000004,-0.46
1077,-0.0006919999999999999,-0.44
1078,-0.0006880000000000002,-0.44
1079,-0.0006840000000000006,-0.44
1080,-0.00068,-0.46
1081,-0.0006760000000000004,-0.44
1082,-0.0006720000000000007,-0.44
1083,-0.0006680000000000002,-0.44
1084,-0.0006640000000000005,-0.44
1085,-0.00066,-0.44
1086,-0.0006560000000000003,-0.44
1087,-0.0006520000000000007,-0.42
1088,-0.0006480000000000001,-0.4
1089,-0.0006440000000000005,-0.42
1090,-0.0006399999999999999,-0.4
1091,-0.0006360000000000003,-0.38
1092,-0.0006320000000000006,-0.4
1093,-0.0006280000000000001,-0.38
1094,-0.0006240000000000004,-0.38
1095,-0.0006199999999999999,-0.38
1096,-0.0006160000000000002,-0.38
1097,-0.0006120000000000006,-0.36
1098,-0.000608,-0.36
1099,-0.0006040000000000004,-0.36
1100,-0.0006000000000000007,-0.36
1101,-0.0005960000000000002,-0.34
1102,-0.0005920000000000005,-0.34
1103,-0.000588,-0.34
1104,-0.0005840000000000003,-0.34
1105,-0.0005800000000000007,-0.34
1106,-0.0005760000000000001,-0.36
1107,-0.0005720000000000005,-0.34
1108,-0.0005679999999999999,-0.32
1109,-0.0005640000000000003,-0.32
1110,-0.0005600000000000006,-0.3
1111,-0.0005560000000000001,-0.3
1112,-0.0005520000000000004,-0.32
1113,-0.0005479999999999999,-0.3
1114,-0.0005440000000000002,-0.3
1115,-0.0005400000000000005,-0.28
1116,-0.000536,-0.28
1117,-0.0005320000000000004,-0.28
1118,-0.0005280000000000007,-0.28
1119,-0.0005240000000000002,-0.26
1120,-0.0005200000000000005,-0.26
1121,-0.000516,-0.24
1122,-0.0005120000000000003,-0.24
1123,-0.0005080000000000006,-0.24
1124,-0.0005040000000000001,-0.24
1125,-0.0005000000000000004,-0.22
1126,-0.0004959999999999999,-0.22
1127,-0.0004920000000000002,-0.22
1128,-0.0004880000000000006,-0.24
1129,-0.00048400000000000006,-0.22
1130,-0.0004800000000000004,-0.2
1131,-0.00047600000000000073,-0.2
1132,-0.0004720000000000002,-0.2
1133,-0.00046800000000000053,-0.2
1134,-0.000464,-0.2
1135,-0.00046000000000000034,-0.18
1136,-0.0004560000000000007,-0.18
1137,-0.00045200000000000014,-0.18
1138,-0.0004480000000000005,-0.18
1139,-0.00044399999999999995,-0.16
1140,-0.0004400000000000003,-0.16
1141,-0.0004360000000000006,-0.16
1142,-0.0004320000000000001,-0.16
1143,-0.00042800000000000043,-0.14
1144,-0.0004239999999999999,-0.14
1145,-0.00042000000000000023,-0.14
1146,-0.00041600000000000057,-0.12
1147,-0.00041200000000000004,-0.12
1148,-0.0004080000000000004,-0.12
1149,-0.0004040000000000007,-0.12
1150,-0.0004000000000000002,-0.1
1151,-0.0003960000000000005,-0.1
1152,-0.000392,-0.1
1153,-0.0003880000000000003,-0.12
1154,-0.00038400000000000066,-0.1
1155,-0.00038000000000000013,-0.1
1156,-0.00037600000000000047,-0.08
1157,-0.00037199999999999993,-0.08
1158,-0.00036800000000000027,-0.06
1159,-0.0003640000000000006,-0.06
1160,-0.0003600000000000001,-0.06
1161,-0.0003560000000000004,-0.06
1162,-0.0003519999999999999,-0.06
1163,-0.0003480000000000002,-0.06
1164,-0.00034400000000000056,-0.04
1165,-0.00034,-0.04
1166,-0.00033600000000000036,-0.04
1167,-0.0003320000000000007,-0.04
1168,-0.00032800000000000017,-0.02
1169,-0.0003240000000000005,-0.02
1170,-0.00031999999999999997,-0.02
1171,-0.0003160000000000003,-0.02
1172,-0.00031200000000000064,0.0
1173,-0.0003080000000000001,0.0
1174,-0.00030400000000000045,0.0
1175,-0.0002999999999999999,0.0
1176,-0.00029600000000000026,0.02
1177,-0.0002920000000000006,0.02
1178,-0.00028800000000000006,0.02
1179,-0.0002840000000000004,0.04
1180,-0.00028000000000000073,0.02
1181,-0.0002760000000000002,0.04
1182,-0.00027200000000000054,0.04
1183,-0.000268,0.04
1184,-0.00026400000000000035,0.06
1185,-0.0002600000000000007,0.06
1186,-0.00025600000000000015,0.06
1187,-0.0002520000000000005,0.08
1188,-0.00024799999999999996,0.08
1189,-0.0002440000000000003,0.1
1190,-0.00024000000000000063,0.08
1191,-0.0002360000000000001,0.08
1192,-0.00023200000000000044,0.1
1193,-0.0002279999999999999,0.1
1194,-0.00022400000000000024,0.1
1195,-0.00022000000000000058,0.12
1196,-0.00021600000000000005,0.1
1197,-0.00021200000000000038,0.1
1198,-0.00020800000000000072,0.12
1199,-0.0002040000000000002,0.12
1200,-0.00020000000000000052,0.12
1201,-0.000196,0.14
1202,-0.00019200000000000033,0.16
1203,-0.00018800000000000067,0.16
1204,-0.00018400000000000014,0.18
1205,-0.00018000000000000047,0.16
1206,-0.00017599999999999994,0.18
1207,-0.00017200000000000028,0.18
1208,-0.00016800000000000061,0.18
1209,-0.00016400000000000008,0.18
1210,-0.00016000000000000042,0.18
1211,-0.00015600000000000076,0.18
1212,-0.00015200000000000023,0.18
1213,-0.00014800000000000056,0.2
1214,-0.00014400000000000003,0.2
1215,-0.00014000000000000037,0.2
1216,-0.0001360000000000007,0.2
1217,-0.00013200000000000017,0.22
1218,-0.0001280000000000005,0.22
1219,-0.00012399999999999998,0.2
1220,-0.00012000000000000031,0.22
1221,-0.00011600000000000065,0.22
1222,-0.00011200000000000012,0.26
1223,-0.00010800000000000046,0.26
1224,-0.00010399999999999993,0.26
1225,-0.00010000000000000026,0.26
1226,-9.60000000000006e-05,0.28
1227,-9.200000000000007e-05,0.26
1228,-8.80000000000004e-05,0.28
1229,-8.400000000000074e-05,0.28
1230,-8.000000000000021e-05,0.26
1231,-7.600000000000055e-05,0.28
1232,-7.200000000000002e-05,0.3
1233,-6.800000000000035e-05,0.3
1234,-6.400000000000069e-05,0.3
1235,-6.000000000000016e-05,0.32
1236,-5.6000000000000494e-05,0.3
1237,-5.199999999999996e-05,0.32
1238,-4.80000000000003e-05,0.34
1239,-4.4000000000000636e-05,0.34
1240,-4.0000000000000105e-05,0.34
1241,-3.600000000000044e-05,0.34
1242,-3.199999999999991e-05,0.32
1243,-2.8000000000000247e-05,0.36
1244,-2.4000000000000583e-05,0.34
1245,-2.0000000000000052e-05,0.34
1246,-1.600000000000039e-05,0.34
1247,-1.2000000000000725e-05,0.36
1248,-8.000000000000194e-06,0.34
1249,-4.000000000000531e-06,0.36
1250,0.0,0.36
1251,3.9999999999996635e-06,0.38
1252,7.999999999999327e-06,0.38
1253,1.1999999999999858e-05,0.38
1254,1.599999999999952e-05,0.4
1255,2.0000000000000052e-05,0.4
1256,2.3999999999999716e-05,0.4
1257,2.799999999999938e-05,0.4
1258,3.199999999999991e-05,0.38
1259,3.5999999999999574e-05,0.4
1260,3.999999999999924e-05,0.42
1261,4.399999999999977e-05,0.42
1262,4.799999999999943e-05,0.44
1263,5.199999999999996e-05,0.42
1264,5.5999999999999626e-05,0.42
1265,5.999999999999929e-05,0.44
1266,6.399999999999982e-05,0.44
1267,6.799999999999948e-05,0.44
1268,7.200000000000002e-05,0.44
1269,7.599999999999968e-05,0.44
1270,7.999999999999934e-05,0.44
1271,8.399999999999987e-05,0.46
1272,8.799999999999954e-05,0.46
1273,9.200000000000007e-05,0.46
1274,9.599999999999973e-05,0.46
1275,9.99999999999994e-05,0.48
1276,0.00010399999999999993,0.48
1277,0.00010799999999999959,0.5
1278,0.00011199999999999925,0.46
1279,0.00011599999999999978,0.5
1280,0.00011999999999999945,0.5
1281,0.00012399999999999998,0.5
1282,0.00012799999999999964,0.5
1283,0.0001319999999999993,0.5
1284,0.00013599999999999984,0.52
1285,0.0001399999999999995,0.54
1286,0.00014400000000000003,0.52
1287,0.0001479999999999997,0.52
1288,0.00015199999999999936,0.52
1289,0.0001559999999999999,0.54
1290,0.00015999999999999955,0.56
1291,0.00016400000000000008,0.54
1292,0.00016799999999999975,0.56
1293,0.0001719999999999994,0.54
1294,0.00017599999999999994,0.56
1295,0.0001799999999999996,0.56
1296,0.00018399999999999927,0.56
1297,0.0001879999999999998,0.56
1298,0.00019199999999999946,0.56
1299,0.000196,0.58
1300,0.00019999999999999966,0.58
1301,0.00020399999999999932,0.58
1302,0.00020799999999999985,0.6
1303,0.00021199999999999952,0.6
1304,0.00021600000000000005,0.6
1305,0.0002199999999999997,0.6
1306,0.00022399999999999937,0.62
1307,0.0002279999999999999,0.62
1308,0.00023199999999999957,0.62
1309,0.00023599999999999923,0.62
1310,0.00023999999999999976,0.62
1311,0.00024399999999999943,0.62
1312,0.00024799999999999996,0.62
1313,0.0002519999999999996,0.64
1314,0.0002559999999999993,0.66
1315,0.0002599999999999998,0.66
1316,0.0002639999999999995,0.64
1317,0.000268,0.64
1318,0.00027199999999999967,0.66
1319,0.00027599999999999934,0.66
1320,0.00027999999999999987,0.66
1321,0.00028399999999999953,0.66
1322,0.00028800000000000006,0.66
1323,0.0002919999999999997,0.66
1324,0.0002959999999999994,0.66
1325,0.0002999999999999999,0.66
1326,0.0003039999999999996,0.7000000000000001
1327,0.00030799999999999925,0.68
1328,0.0003119999999999998,0.7000000000000001
1329,0.00031599999999999944,0.68
1330,0.00031999999999999997,0.7000000000000001
1331,0.00032399999999999964,0.7000000000000001
1332,0.0003279999999999993,0.7000000000000001
1333,0.00033199999999999983,0.72
1334,0.0003359999999999995,0.7000000000000001
1335,0.00034,0.72
1336,0.0003439999999999997,0.72
1337,0.00034799999999999935,0.74
1338,0.0003519999999999999,0.72
1339,0.00035599999999999955,0.72
1340,0.0003600000000000001,0.74
1341,0.00036399999999999974,0.74
1342,0.0003679999999999994,0.74
1343,0.00037199999999999993,0.74
1344,0.0003759999999999996,0.74
1345,0.00037999999999999926,0.74
1346,0.0003839999999999998,0.74
1347,0.00038799999999999946,0.76
1348,0.000392,0.76
1349,0.00039599999999999965,0.76
1350,0.0003999999999999993,0.76
1351,0.00040399999999999985,0.78
1352,0.0004079999999999995,0.78
1353,0.00041200000000000004,0.78
1354,0.0004159999999999997,0.78
1355,0.00041999999999999937,0.76
1356,0.0004239999999999999,0.76
1357,0.00042799999999999956,0.78
1358,0.0004319999999999992,0.78
1359,0.00043599999999999976,0.78
1360,0.0004399999999999994,0.8
1361,0.00044399999999999995,0.8
1362,0.0004479999999999996,0.78
1363,0.0004519999999999993,0.8200000000000001
1364,0.0004559999999999998,0.8
1365,0.00045999999999999947,0.8200000000000001
1366,0.000464,0.8200000000000001
1367,0.00046799999999999967,0.8200000000000001
1368,0.00047199999999999933,0.8200000000000001
1369,0.00047599999999999986,0.8200000000000001
1370,0.0004799999999999995,0.8200000000000001
1371,0.00048400000000000006,0.8200000000000001
1372,0.0004879999999999997,0.84
1373,0.0004919999999999994,0.84
1374,0.0004959999999999999,0.84
1375,0.0004999999999999996,0.8200000000000001
1376,0.0005039999999999992,0.84
1377,0.0005079999999999998,0.86
1378,0.0005119999999999994,0.86
1379,0.000516,0.86
1380,0.0005199999999999996,0.86
1381,0.0005239999999999993,0.86
1382,0.0005279999999999998,0.84
1383,0.0005319999999999995,0.86
1384,0.000536,0.86
1385,0.0005399999999999997,0.86
1386,0.0005439999999999993,0.86
1387,0.0005479999999999999,0.88
1388,0.0005519999999999995,0.88
1389,0.0005560000000000001,0.86
1390,0.0005599999999999997,0.88
1391,0.0005639999999999994,0.88
1392,0.0005679999999999999,0.9
1393,0.0005719999999999996,0.9
1394,0.0005759999999999993,0.9
1395,0.0005799999999999998,0.9
1396,0.0005839999999999995,0.9
1397,0.000588,0.9
1398,0.0005919999999999996,0.9
1399,0.0005959999999999993,0.9
1400,0.0005999999999999998,0.9
1401,0.0006039999999999995,0.9
1402,0.000608,0.9
1403,0.0006119999999999997,0.92
1404,0.0006159999999999994,0.92
1405,0.0006199999999999999,0.9
1406,0.0006239999999999996,0.92
1407,0.0006279999999999992,0.92
1408,0.0006319999999999997,0.92
1409,0.0006359999999999994,0.92
1410,0.0006399999999999999,0.92
1411,0.0006439999999999996,0.92
1412,0.0006479999999999993,0.9400000000000001
1413,0.0006519999999999998,0.92
1414,0.0006559999999999995,0.9400000000000001
1415,0.00066,0.96
1416,0.0006639999999999997,0.9400000000000001
1417,0.0006679999999999993,0.96
1418,0.0006719999999999999,0.96
1419,0.0006759999999999995,0.9400000000000001
1420,0.00068,0.96
1421,0.0006839999999999997,0.9400000000000001
1422,0.0006879999999999994,0.96
1423,0.0006919999999999999,0.9400000000000001
1424,0.0006959999999999996,0.96
1425,0.0006999999999999992,0.96
1426,0.0007039999999999998,0.96
1427,0.0007079999999999994,0.96
1428,0.000712,0.96
1429,0.0007159999999999996,0.96
1430,0.0007199999999999993,0.98
1431,0.0007239999999999998,0.96
1432,0.0007279999999999995,0.96
1433,0.000732,0.98
1434,0.0007359999999999997,0.96
1435,0.0007399999999999993,0.98
1436,0.0007439999999999999,0.98
1437,0.0007479999999999995,0.98
1438,0.0007520000000000001,0.98
1439,0.0007559999999999997,0.96
1440,0.0007599999999999994,0.96
1441,0.0007639999999999999,1.0
1442,0.0007679999999999996,0.98
1443,0.0007719999999999992,1.0
1444,0.0007759999999999998,0.98
1445,0.0007799999999999994,0.98
1446,0.000784,0.98
1447,0.0007879999999999996,0.98
1448,0.0007919999999999993,0.98
1449,0.0007959999999999998,1.0
1450,0.0007999999999999995,0.98
1451,0.000804,1.0
1452,0.0008079999999999997,1.0
1453,0.0008119999999999994,0.98
1454,0.0008159999999999999,1.0
1455,0.0008199999999999995,1.0
1456,0.0008239999999999992,1.0
1457,0.0008279999999999997,1.0
1458,0.0008319999999999994,1.0
1459,0.0008359999999999999,1.0
1460,0.0008399999999999996,1.0
1461,0.0008439999999999993,1.0
1462,0.0008479999999999998,1.0
1463,0.0008519999999999995,1.02
1464,0.000856,0.98
1465,0.0008599999999999997,1.0
1466,0.0008639999999999993,1.02
1467,0.0008679999999999998,1.02
1468,0.0008719999999999995,1.02
1469,0.000876,1.0
1470,0.0008799999999999997,1.0
1471,0.0008839999999999994,1.0
1472,0.0008879999999999999,1.02
1473,0.0008919999999999996,1.02
1474,0.0008959999999999992,1.0
1475,0.0008999999999999998,1.0
1476,0.0009039999999999994,1.0
1477,0.000908,1.0
1478,0.0009119999999999996,1.0
1479,0.0009159999999999993,1.02
1480,0.0009199999999999998,1.02
1481,0.0009239999999999995,0.98
1482,0.000928,1.02
1483,0.0009319999999999997,1.0
1484,0.0009359999999999993,1.02
1485,0.0009399999999999999,1.0
1486,0.0009439999999999995,1.02
1487,0.0009480000000000001,1.02
1488,0.0009519999999999997,1.0
1489,0.0009559999999999994,1.02
1490,0.0009599999999999999,1.02
1491,0.0009639999999999996,1.0
1492,0.0009679999999999992,1.0
1493,0.0009719999999999998,1.0
1494,0.0009759999999999994,1.0
1495,0.00098,1.02
1496,0.0009839999999999996,1.02
1497,0.0009879999999999993,1.02
1498,0.0009919999999999998,1.0
1499,0.0009959999999999995,1.0
1500,0.001,1.0
1501,0.0010039999999999997,1.0
1502,0.0010079999999999993,1.02
1503,0.0010119999999999999,1.0
1504,0.0010159999999999995,1.02
1505,0.0010199999999999992,1.02
1506,0.0010239999999999997,1.0
1507,0.0010279999999999994,1.0
1508,0.001032,1.0
1509,0.0010359999999999996,1.0
1510,0.0010399999999999993,1.0
1511,0.0010439999999999998,1.02
1512,0.0010479999999999995,1.0
1513,0.001052,1.0
1514,0.0010559999999999996,1.0
1515,0.0010599999999999993,1.02
1516,0.0010639999999999998,1.0
1517,0.0010679999999999995,1.0
1518,0.001072,1.0
1519,0.0010759999999999997,0.98
1520,0.0010799999999999994,1.0
1521,0.001084,1.0
1522,0.0010879999999999996,1.0
1523,0.0010919999999999992,1.0
1524,0.0010959999999999998,1.0
1525,0.0010999999999999994,1.0
1526,0.001104,1.0
1527,0.0011079999999999996,1.0
1528,0.0011119999999999993,1.0
1529,0.0011159999999999998,1.0
1530,0.0011199999999999995,0.98
1531,0.001124,0.98
1532,0.0011279999999999997,1.0
1533,0.0011319999999999993,1.0
1534,0.0011359999999999999,0.98
1535,0.0011399999999999995,1.0
1536,0.001144,1.0
1537,0.0011479999999999997,1.0
1538,0.0011519999999999994,1.0
1539,0.001156,1.0
1540,0.0011599999999999996,0.98
1541,0.0011639999999999992,1.0
1542,0.0011679999999999998,0.98
1543,0.0011719999999999994,1.0
1544,0.001176,1.0
1545,0.0011799999999999996,0.98
1546,0.0011839999999999993,0.98
1547,0.0011879999999999998,0.98
1548,0.0011919999999999995,0.98
1549,0.001196,0.98
1550,0.0011999999999999997,0.98
1551,0.0012039999999999993,0.98
1552,0.0012079999999999999,0.96
1553,0.0012119999999999995,1.0
1554,0.0012159999999999992,0.98
1555,0.0012199999999999997,0.98
1556,0.0012239999999999994,0.96
1557,0.001228,0.98
1558,0.0012319999999999996,0.96
1559,0.0012359999999999993,0.96
1560,0.0012399999999999998,0.96
1561,0.0012439999999999994,0.96
1562,0.001248,0.96
1563,0.0012519999999999996,0.98
1564,0.0012559999999999993,0.96
1565,0.0012599999999999998,0.96
1566,0.0012639999999999995,0.98
1567,0.001268,0.96
1568,0.0012719999999999997,0.98
1569,0.0012759999999999994,0.96
1570,0.0012799999999999999,0.9400000000000001
1571,0.0012839999999999996,0.9400000000000001
1572,0.0012879999999999992,0.96
1573,0.0012919999999999997,0.96
1574,0.0012959999999999994,0.96
1575,0.0013,0.9400000000000001
1576,0.0013039999999999996,0.9400000000000001
1577,0.0013079999999999993,0.96
1578,0.0013119999999999998,0.96
1579,0.0013159999999999995,0.9400000000000001
1580,0.00132,0.9400000000000001
1581,0.0013239999999999997,0.9400000000000001
1582,0.0013279999999999993,0.9400000000000001
1583,0.0013319999999999999,0.9400000000000001
1584,0.0013359999999999995,0.9400000000000001
1585,0.0013399999999999992,0.9400000000000001
1586,0.0013439999999999997,0.9400000000000001
1587,0.0013479999999999994,0.92
1588,0.001352,0.92
1589,0.0013559999999999996,0.9400000000000001
1590,0.0013599999999999992,0.92
1591,0.0013639999999999998,0.92
1592,0.0013679999999999994,0.92
1593,0.001372,0.92
1594,0.0013759999999999996,0.92
1595,0.0013799999999999993,0.92
1596,0.0013839999999999998,0.92
1597,0.0013879999999999995,0.92
1598,0.001392,0.92
1599,0.0013959999999999997,0.9
1600,0.0013999999999999993,0.9
1601,0.0014039999999999999,0.88
1602,0.0014079999999999995,0.9
1603,0.0014119999999999992,0.9
1604,0.0014159999999999997,0.92
1605,0.0014199999999999994,0.88
1606,0.001424,0.9
1607,0.0014279999999999996,0.9
1608,0.0014319999999999992,0.88
1609,0.0014359999999999998,0.9
1610,0.0014399999999999994,0.88
1611,0.001444,0.88
1612,0.0014479999999999996,0.88
1613,0.0014519999999999993,0.88
1614,0.0014559999999999998,0.88
1615,0.0014599999999999995,0.86
1616,0.001464,0.86
1617,0.0014679999999999997,0.88
1618,0.0014719999999999994,0.88
1619,0.0014759999999999999,0.86
1620,0.0014799999999999995,0.88
1621,0.0014839999999999992,0.86
1622,0.0014879999999999997,0.84
1623,0.0014919999999999994,0.86
1624,0.001496,0.86
1625,0.0014999999999999996,0.86
1626,0.0015039999999999993,0.84
1627,0.0015079999999999998,0.84
1628,0.0015119999999999995,0.8200000000000001
1629,0.001516,0.84
1630,0.0015199999999999997,0.84
1631,0.0015239999999999993,0.84
1632,0.0015279999999999998,0.84
1633,0.0015319999999999995,0.8200000000000001
1634,0.0015359999999999992,0.8200000000000001
1635,0.0015399999999999997,0.8200000000000001
1636,0.0015439999999999994,0.8200000000000001
1637,0.001548,0.8200000000000001
1638,0.0015519999999999996,0.8
1639,0.0015559999999999992,0.8200000000000001
1640,0.0015599999999999998,0.78
1641,0.0015639999999999994,0.8
1642,0.001568,0.78
1643,0.0015719999999999996,0.78
1644,0.0015759999999999993,0.78
1645,0.0015799999999999998,0.78
1646,0.0015839999999999995,0.78
1647,0.001588,0.76
1648,0.0015919999999999997,0.76
1649,0.0015959999999999993,0.76
1650,0.0015999999999999999,0.78
1651,0.0016039999999999995,0.76
1652,0.0016079999999999992,0.74
1653,0.0016119999999999997,0.74
1654,0.0016159999999999994,0.74
1655,0.00162,0.74
1656,0.0016239999999999996,0.72
1657,0.0016279999999999992,0.74
1658,0.0016319999999999998,0.74
1659,0.0016359999999999994,0.72
1660,0.00164,0.74
1661,0.0016439999999999996,0.72
1662,0.0016479999999999993,0.72
1663,0.0016519999999999998,0.72
1664,0.0016559999999999995,0.72
1665,0.00166,0.72
1666,0.0016639999999999997,0.7000000000000001
1667,0.0016679999999999993,0.7000000000000001
1668,0.0016719999999999999,0.7000000000000001
1669,0.0016759999999999995,0.68
1670,0.0016799999999999992,0.68
1671,0.0016839999999999997,0.7000000000000001
1672,0.0016879999999999994,0.68
1673,0.001692,0.68
1674,0.0016959999999999996,0.66
1675,0.0016999999999999993,0.68
1676,0.0017039999999999998,0.68
1677,0.0017079999999999994,0.68
1678,0.001712,0.66
1679,0.0017159999999999996,0.66
1680,0.0017199999999999993,0.64
1681,0.0017239999999999998,0.64
1682,0.0017279999999999995,0.64
1683,0.0017319999999999992,0.64
1684,0.0017359999999999997,0.64
1685,0.0017399999999999994,0.62
1686,0.0017439999999999999,0.62
1687,0.0017479999999999996,0.62
1688,0.0017519999999999992,0.64
1689,0.0017559999999999997,0.62
1690,0.0017599999999999994,0.62
1691,0.001764,0.62
1692,0.0017679999999999996,0.6
1693,0.0017719999999999993,0.6
1694,0.0017759999999999998,0.58
1695,0.0017799999999999995,0.58
1696,0.001784,0.6
1697,0.0017879999999999997,0.58
1698,0.0017919999999999993,0.58
1699,0.0017959999999999999,0.58
1700,0.0017999999999999995,0.58
1701,0.0018039999999999992,0.58
1702,0.0018079999999999997,0.58
1703,0.0018119999999999994,0.56
1704,0.001816,0.56
1705,0.0018199999999999996,0.56
1706,0.0018239999999999992,0.56
1707,0.0018279999999999998,0.56
1708,0.0018319999999999994,0.56
1709,0.001836,0.54
1710,0.0018399999999999996,0.56
1711,0.0018439999999999993,0.54
1712,0.0018479999999999998,0.54
1713,0.0018519999999999995,0.54
1714,0.001856,0.54
1715,0.0018599999999999997,0.52
1716,0.0018639999999999993,0.52
1717,0.0018679999999999999,0.54
1718,0.0018719999999999995,0.52
1719,0.0018759999999999992,0.52
1720,0.0018799999999999997,0.5
1721,0.0018839999999999994,0.5
1722,0.001888,0.5
1723,0.0018919999999999996,0.48
1724,0.0018959999999999992,0.5
1725,0.0018999999999999998,0.48
1726,0.0019039999999999994,0.48
1727,0.001908,0.46
1728,0.0019119999999999996,0.48
1729,0.0019159999999999993,0.46
