#Thorlabs FTS
[SpectrumHeader]
#Date;20220204
#Time;10262780
#GMTTime;13262780
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;1.000000
#TriggerMode;0
#InterferometerSerial;M00311012
#Source;
#AirMeasureOpt;0
#WnrMin;9801.723633
#WnrMax;50997.769531
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#Instrument;0
#InstrModel;CCS200
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
1.960870056e+02;-1.082292176e-03
1.962940979e+02;6.583014037e-04
1.965012054e+02;-1.323297387e-03
1.967083282e+02;-4.349252209e-03
1.969154510e+02;5.244095810e-04
1.971225891e+02;-2.099870006e-03
1.973297424e+02;-9.751786711e-04
1.975368958e+02;-8.948436007e-04
1.977440643e+02;1.762908796e-04
1.979512482e+02;-1.296519069e-03
1.981584320e+02;-1.617859351e-03
1.983656311e+02;-9.149273683e-05
1.985728455e+02;-1.182710985e-04
1.987800751e+02;9.595579468e-05
1.989873047e+02;1.059976872e-03
1.991945496e+02;7.118581561e-04
1.994018097e+02;3.637394111e-04
1.996090698e+02;1.033198438e-03
1.998163452e+02;6.583014037e-04
2.000236359e+02;2.854127204e-03
2.002309418e+02;4.440745106e-04
2.004382477e+02;-1.858864678e-03
2.006455688e+02;-7.073950837e-04
2.008528900e+02;-2.983555896e-03
2.010602417e+02;-2.581880428e-03
2.012675934e+02;-5.735032610e-04
2.014749451e+02;-6.002816372e-04
2.016823273e+02;-3.438788000e-03
2.018897095e+02;-2.126648324e-03
2.020971069e+02;-1.751751173e-03
2.023045044e+02;9.595579468e-05
2.025119171e+02;-1.162627246e-03
2.027193451e+02;-4.663898144e-04
2.029267883e+02;3.905177873e-04
2.031342316e+02;7.118581561e-04
2.033416901e+02;2.298476029e-04
2.035491638e+02;2.298476029e-04
2.037566376e+02;2.566259645e-04
2.039641418e+02;2.104332903e-03
2.041716309e+02;1.033198438e-03
2.043791504e+02;2.372116549e-03
2.045866699e+02;-6.270599551e-04
2.047942047e+02;2.827348653e-03
2.050017548e+02;7.386364741e-04
2.052093048e+02;6.583014037e-04
2.054168701e+02;-1.323297387e-03
2.056244507e+02;-2.528323792e-03
2.058320313e+02;-1.832086244e-03
2.060396423e+02;-1.403632457e-03
2.062472534e+02;-2.394431969e-03
2.064548645e+02;-1.537524280e-03
2.066624908e+02;-2.180204960e-03
2.068701324e+02;-1.644637785e-03
2.070777893e+02;-7.073950837e-04
2.072854462e+02;-1.242962317e-03
2.074931335e+02;-1.858864678e-03
2.077008057e+02;1.595544047e-03
2.079085083e+02;-1.182710985e-04
2.081162109e+02;-1.115765099e-05
2.083239288e+02;3.905177873e-04
2.085316467e+02;1.381317154e-03
2.087393951e+02;2.934462158e-03
2.089471436e+02;6.850797799e-04
2.091548920e+02;-1.986061834e-04
2.093626709e+02;2.934462158e-03
2.095704498e+02;-2.253845450e-04
2.097782440e+02;1.562071157e-05
2.099860382e+02;-6.270599551e-04
2.101938629e+02;-1.992756501e-03
2.104016724e+02;-8.145085303e-04
2.106095123e+02;-1.109070494e-03
2.108173523e+02;-3.251339542e-03
2.110252075e+02;-1.537524280e-03
2.112330780e+02;-1.718278218e-04
2.114409637e+02;-1.986061834e-04
2.116488495e+02;-2.555102110e-03
2.118567505e+02;2.265003044e-03
2.120646515e+02;-4.931681906e-04
2.122725677e+02;8.189716027e-04
2.124804993e+02;7.921932265e-04
2.126884460e+02;1.167090260e-03
2.128963928e+02;3.637394111e-04
2.131043549e+02;2.613121876e-03
2.133123322e+02;2.834043407e-04
2.135203094e+02;3.603921272e-03
2.137283173e+02;6.315230276e-04
2.139363098e+02;9.528633673e-04
2.141443329e+02;3.369610640e-04
2.143523560e+02;-1.376854139e-03
