#Thorlabs FTS
[SpectrumHeader]
#Date;20220204
#Time;12570850
#GMTTime;15570850
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;8.000000
#TriggerMode;0
#InterferometerSerial;M00311012
#Source;
#AirMeasureOpt;0
#WnrMin;9801.723633
#WnrMax;50997.769531
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#Instrument;0
#InstrModel;CCS200
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
1.960870056e+02;-3.975255240e-04
1.962940979e+02;-8.531165658e-04
1.965012054e+02;-1.442704932e-03
1.967083282e+02;-2.903276181e-04
1.969154510e+02;-1.255108626e-03
1.971225891e+02;1.116644708e-04
1.973297424e+02;2.094825497e-03
1.975368958e+02;-3.975255240e-04
1.977440643e+02;2.684413921e-03
1.979512482e+02;-2.367286797e-04
1.981584320e+02;5.672554835e-04
1.983656311e+02;3.247202840e-03
1.985728455e+02;2.282421803e-03
1.987800751e+02;2.041226486e-03
1.989873047e+02;3.113205545e-03
1.991945496e+02;1.371239661e-03
1.994018097e+02;2.282421803e-03
1.996090698e+02;9.424481541e-04
1.998163452e+02;9.692476015e-04
2.000236359e+02;-8.531165658e-04
2.002309418e+02;-1.174710225e-03
2.004382477e+02;-1.657100744e-03
2.006455688e+02;4.600576067e-04
2.008528900e+02;-1.335507026e-03
2.010602417e+02;-1.630301238e-03
2.012675934e+02;-9.067155188e-04
2.014749451e+02;7.548518479e-04
2.016823273e+02;-7.593184273e-05
2.018897095e+02;1.210442861e-03
2.020971069e+02;-4.779239243e-04
2.023045044e+02;1.826830790e-03
2.025119171e+02;1.652634237e-04
2.027193451e+02;7.548518479e-04
2.029267883e+02;8.888492011e-04
2.031342316e+02;2.228822792e-03
2.033416901e+02;1.987627475e-03
2.035491638e+02;3.193603829e-03
2.037566376e+02;2.255622298e-03
2.039641418e+02;2.389619593e-03
2.041716309e+02;6.476539420e-04
2.043791504e+02;1.317640767e-03
2.045866699e+02;-6.655202596e-04
2.047942047e+02;-7.593184273e-05
2.050017548e+02;3.260602534e-04
2.052093048e+02;2.456618240e-04
2.054168701e+02;-2.059092745e-03
2.056244507e+02;-9.603144717e-04
2.058320313e+02;1.920628856e-04
2.060396423e+02;-1.898295945e-03
2.062472534e+02;9.156486485e-04
2.064548645e+02;1.290841261e-03
2.066624908e+02;-1.563302649e-04
2.068701324e+02;2.604015404e-03
2.070777893e+02;-5.583223538e-04
2.072854462e+02;2.764812205e-03
2.074931335e+02;1.746432274e-03
2.077008057e+02;1.934028580e-03
2.079085083e+02;2.148424508e-03
2.081162109e+02;2.791611711e-03
2.083239288e+02;1.183643355e-03
